Product (Ticket ID),Work Description (Ticket),Incident Description (Ticket),Month,Product Category
MPMCSC12,(reason not mentioned),"ONLY  BPL LOGO IS BEING DISPLAYED

O/W
THRU MAIL FROM

S & S",sep,Patient monitors
MPMCSC12,(reason not mentioned),"AUTOMETIC RESTART MACHINE

O/W
THRU MAIL FROM

S & S MEDI-EQ",sep,Patient monitors
MPMNSNjulN,(reason not mentioned),"UNPLUGGED PROBE (MAIN BOARD PROBLEM)

STOCK SET
THRU MAIL FR",sep,Patient monitors
MPMNSNjulN,(reason not mentioned),"DEFECTIVE SENSOR (MAIN BOARD PROBLEM)

STOCK SET
THRU MAIL F",sep,Patient monitors
MPM5588UPDS,(reason not mentioned),"DISPLAY WHITE SHOWING (MAIN BOARD PROBLEM)

STOCK SET
THRU M",sep,Patient monitors
MPM5644,Power pcb problem. Replace new power pcb . Its working good.,"Machine Did Not ON
On/Off Problem

O/W

THRU MAIL FROM

Delt",sep,Patient monitors
FG5008230,BATTERY MANUALLY RECHARGE NOW ITS WORKING PROPERLY. ITS OUR," 

BATTERY MANUALLY RECHARGE NOW ITS WORKING PROPERLY. ITS O",sep,Penlon-Anaesthesia work station
ENDURA5815,(reason not mentioned),"NOT WORKING PROPERLY

O/W

THRU CALL FROM MR. vipul

 STERLI",sep,OBSOLETE
MECG9108D,(reason not mentioned),"NOT WORKING

O/W

THRU MAIL FROM",sep,Electrocardiographs-Multi channel
MFM9852,(reason not mentioned),"SOMETIMES WHITE DISPLAY COMES

O/W

THRU MAIL FROM HEALTHCAR",sep,Foetal Monitor
M9108,(reason not mentioned),"OUT OF BOX FAILURE

THRU MAIL FROM MOHAMMED KASHIF",sep,Electrocardiographs-Multi channel
M9108,(reason not mentioned),"OUT OF BOX FAILURE

THRU MAIL FROM MOHAMMED KASHIF",sep,Electrocardiographs-Multi channel
MECG9108D,(reason not mentioned),"NOT WORKING PROPERLY

THRU MAIL FROM SWAMI PINDI DASS JI CHA",sep,Electrocardiographs-Multi channel
MECG6208VIEWC,Charging problem resolve check working ok,Battery not charge,sep,Electrocardiographs-Multi channel
MPM5588UPDS,Pt.cable broken need to be replace consumable accessories so,NO ECG,sep,Patient monitors
MPM5588UPDS,SPO2 SENSOR NEED TO BE REPLACE,NO SPO2,sep,Patient monitors
511UAY,(reason not mentioned),"Technical issues

O/W

Thru mail from Customer AVVARU Hospit",sep,Electrocardiographs-Multi channel
MBPLCRAYPROMXSI,"REPLACED THE TOUCH PANEL LCD, THEN MACHINE WORKING IS FINE.","Touch display not working

Thru call from customer (Mr.Vivek",sep,C-Arm
M9108,(reason not mentioned),"Display not working

O/W

Thru call from dealer Krutarth med",sep,Electrocardiographs-Multi channel
MDF2509,(reason not mentioned),"Error C3

Thru call from dealer Rins marketing

(Miss.Sruthi",sep,Defibrillators- Mono phasic
MAMEFLO6,Replaced the new obsorber and found leak test pass and leak,"LEAK TEST FAILURE 

THRU CUSTOMER MR RAJESH 

MOB 

80086540",sep,Anaesthesia work station
MFM9854,(reason not mentioned),"display problem 

thru mr sheshadri 

mob 

814jul2286jul8

o/w",sep,Foetal Monitor
MFD9jul14,(reason not mentioned),"no display

stock set

THRU MAIL FROM MR SHESHADRI",sep,Foetal Doppler
MRELIFE900R,printer assembly replaced,"print error

thru mail from elixir medisystems",sep,Defibrillators-Bi-Phasic
MDF2509,(reason not mentioned),"smps problem 

thru mr Mithun 

mob",sep,Defibrillators- Mono phasic
M9108,(reason not mentioned),"PLU AND MAIN BOARD 

THRU MR MITHUN 

MOB 

9946100608",sep,Electrocardiographs-Multi channel
MDF2509,BATTERY REPLACED,"BATTERY ISSUE 

THRU MR AKHIL 

8848249050",sep,Defibrillators- Mono phasic
MPMEV8T,NOBP CUFF & TUBE REPLACED,"NIBP NOT COMING PROPERLY 

THRU MR AKHIL 

MOB 

8848249050",sep,Patient monitors
MDF2509,(reason not mentioned),"PADAL ASSAMBLI 

THRU MS SHRUTHI",sep,Defibrillators- Mono phasic
MECG6208VIEWC,"PATIENT CABLE REPLACED, NOW MACHINE WORKING GOOD","MACHINE VIBRATION 

THRU MR AKHIL 

8848249050",sep,Electrocardiographs-Multi channel
M9108,(reason not mentioned),"MACHINE NOT GETTING ON

THRU MS SHRUTHI 

O/W",sep,Electrocardiographs-Multi channel
MSTS-NEO,WE HAVE REPLACED TM RELAY PCB .NOW MACHINE IS WORKING FINE.,"TMT MACHINE  NOT WORKING 

THRU MAIL FROM MEDICARE LABS",sep,STS-Stress test system
MDYNASTS,Port problem solved.," 
Port Error Problem

thru mail from 

Delta Medical Technol",sep,STS-Stress test system
MDF2509,(reason not mentioned),"PRINT PROBLEM 

THRU MR KANIAPPAN

O/W",sep,Defibrillators- Mono phasic
M9108,(reason not mentioned)," 
PLU did Not Work

THRU MAIL FROM DELTA MEDICAL TECNOLOGY 
",sep,Electrocardiographs-Multi channel
MPM5644,NEW NIBP MODULE HAS BEEN FITTED NOW MACHINE IS WORKING WELL.,"NIBP MODULE DEFECTIVE(BLT MODULE)

THRU MAIL FROM ELECTROCAR",sep,Patient monitors
MECG6108TB,(reason not mentioned),"Paper not coming out 

THRU MAIL FROM MR JYOTIRMOY BANERJEE",sep,Electrocardiographs-single channel
MECGGENX3S,(reason not mentioned)," V3 LEAD VIBRATION,MAIN PCB FAULTY

THRU MAIL FROM

 RADIX H",sep,Electrocardiographs-Multi channel
MDYNASTS,(reason not mentioned)," Elevation not working 

THRU MAIL FROM

Chennai Medic India",sep,STS-Stress test system
MECUBE-8,sieve cap fixed,"PROBE ISA LOOSE AND ABOUT TO BREAK

THRU CALL FROM RAVI

8jul0",sep,UltraSound
M9108,(reason not mentioned),"DISPAY HANGING

O/W

THRU CALL FROM RAKESH

STERLING",sep,Electrocardiographs-Multi channel
BPLSYRPUMP1,(reason not mentioned),"LED PCB NOT WORKING

O/W

THRU CALL FROM RAKESH

AMI SALES &",sep,Syringe pump
BPLSYRPUMP1,(reason not mentioned),"KEY PCB AND MAIN BOARD

O/W

THRU CALL FROM AMI SALES

RAKES",sep,Syringe pump
M9108,(reason not mentioned),"abnormal ecg st indication

o/w

thru call from nagarjun p

",sep,Electrocardiographs-Multi channel
MPMEXCELLOD,(reason not mentioned),"BLANK DISPLAY

O/W

THR CALL FROM NAGARJUN P",sep,Patient monitors
MFD9jul14,"probe replaced, now equipment working fine.","NOISE NOT COMING

O/W

THRU MAIL FROM PULSE CARE SYSTEM",sep,Foetal Doppler
MOGOXY5NEO,called to costumer. costumer want routine service. call rout,"GENRAL SERVICE

O/W

THRU CALL FROM JHAN ZEB

jul00665405jul",sep,Oxygen concentrator
MPM5644,"SEND TO CW BY DELER HS.

FLIKERING DISPLAY,

MAIN PCB  PROBL","display issue 

o/w

thru call from narpat singh",sep,Patient monitors
MPM5588UPDS,(reason not mentioned),Battery Require,sep,Patient monitors
MECUBE-8,"REPLACED THE IO WITH COM XPRESS AND CONVEX PROBE 

KEPT UNDE",TOUCH PANEL BLANK AND ALTERNATE TOUCH PANEL SCREEN DISPLAYED,sep,UltraSound
MECG6108TB,vkms hospital. 6108t serviced and billed to dealer.,"V5,V6 lead not 

THRU MAIL FROM ELIXIR  MEDISYSTEMS",sep,Electrocardiographs-single channel
MBPLCRAYP,(reason not mentioned),"Black screen found on exposer time

AMC

Thru call from empl",sep,C-Arm
MAMPLNPRI320A,(reason not mentioned),"Leak test failure 

Thru call from Employee (Mr.Jayavardhan)",sep,Penlon-Anaesthesia work station
MPM5588PRB,(reason not mentioned),"SPO2 not working

AMC

Thru call from Dealer Rins Marketing
",sep,Patient monitors
MBPLHRAD50GEN-DR2KIT,(reason not mentioned),"Lift And Right  movement issue

Thru call from customer (Mis",sep,X-ray
MAMEFLO6DMFM,(reason not mentioned),"APL volve not working 

O/W

Thru call from dealer (Mr.Ashok",sep,Anaesthesia work station
MECUBE-5WN,"Having problem with machine
resolution settings,trackball an","Having problem with machine
resolution settings,trackball an",sep,UltraSound
MBPLXRAD100FC,Checked the unit & found that Detector side land connector b,"Detector to system cable not working

Thru call from custome",sep,X-ray
MPO5530,"Monitor power plug port loose connection.

Refixed the holde",Power adapter plug area in monitor getting loose. Refixed th,sep,Patient monitors
M9108,"wrong call allocation pls assign to correct location

CALL C","TOTAL LEAD NOT SHOWING,PRINTING PROBLEM

THRU CALL FROM CUST",sep,Electrocardiographs-Multi channel
MPME12CONSOL,ETCO2 Module received from CW B'lore after repair,"ETC AUTO PROBLUM 

THRU CALL FROM DEALER (PRAJWAL)

96116265",sep,Patient monitors
MPME12CONSOL,"NV2329000521, 30.09.23","EPCO2 PROBLEM

THRU CALL FROM DEALER (JAYALAXNI)

juljul95289jul85",sep,Patient monitors
FG5008230,(reason not mentioned),"AUTO SENSOR NOT WORKING

THRU CALL FROM COUSTOMER (RAVIVANT)",sep,Penlon-Anaesthesia work station
MECG6208VIEWC,(reason not mentioned),"CHARGIN PROBLUM

THRU CALL FROM CUSTOMER (MOHMAD MOHSIN KHAN",sep,Electrocardiographs-Multi channel
FG5008230,(reason not mentioned),"Yesterday I have visited there. 

Found problem in Power man",sep,Penlon-Anaesthesia work station
MBPLXRAD300FC,(reason not mentioned),"TUBE IS NOT MOVING

THRU CALL FROM COUSTOMER (PAWAN KUMAR)

",sep,X-ray
MECUBE-8,C1-6CT convex probe replaced for black shadow in FOV due to,"PROB NOT WORKING

THRU CALL FROM CUSTOMER (MD ANWARUL HAKUE)",sep,UltraSound
MECUBE-8,(reason not mentioned),"convex probe complaint

MTOAT015KOCJ

",sep,UltraSound
MBPLXRAD300FC,Replaced with new tube calibrated  all ma stations now its w,"NOT EXPOSING

Out of Box Failure

THRU CALL FROM DURGA SAMBA",sep,X-ray
MBPLCRAYPROPLUSXMED1K,(reason not mentioned),"BUCKY CABLE ASSEMBLY AND CAMERA ISSUE

THRU CALL FROM SHYAM",sep,C-Arm
MBPLCRAYP,Image quality issue was there. reset the connections & machi,"IMAGE CLARITY ISSUE

AMC 

THRU CALL FROM BHARTHI

GMTEC MED",sep,C-Arm
MBPLMRAD5.0DR,Tube knob & L-Key screw properly tight then Tube rotation is,"MECHANICAL & SOFTWARE ISSUE

THRU CALL FROM BHARTHI 

GMTEFC",sep,X-ray
MFM9852T,"white display when switching on the machine intermittant.

r","MAIN BOARD ISSUE

O/W

THRU CALL FROM ABHISHEK

CESTA SOLUTI",sep,Foetal Monitor
MDF261julR,(reason not mentioned),"NOT DISCHARGING

O/W

THRU MAIL FROM TRILOK LABORATORIES",sep,Defibrillators-Bi-Phasic
M9108,Completed,ECG VIBRATION INCORRECT WAVE LINE DFT FILTER VOLUME CHANGE A,sep,Electrocardiographs-Multi channel
MECUBE-8,(reason not mentioned),"Linear probe not working

O/W

THRU CALL FROM BHUPENDRA SONI",sep,UltraSound
MECUBE-8,(reason not mentioned),"MACHINE IS NOT WORKING 

O/W

THRU CALL BHUPENDRA SONI",sep,UltraSound
MPO5530,(reason not mentioned),"DISPLAY IS NOT WORKING

O/W

THRU CALL FROM KANNIYAPPAN

962",sep,Patient monitors
MECUBE-8CW,BAW1 Bangalore   Warehouse       EC-820005894       EC-8   M,"NOT WORKING

O/W

THRU CALL FROM VINOTH M",sep,UltraSound
MDF2509R,"no ac indication., recorder also not working.not working.

s","POWER SUPPLY ISSUE

O/W

THRU CALL FROM ABHISHEK KUMAR

9262",sep,Defibrillators- Mono phasic
MPMEXCELLOD,(reason not mentioned),"CHARGING INDICATION NOT SHOWING

THRU CALL CUSTOMER GUPTA

jul",sep,Patient monitors
MBPLMRAD3.5DR,Replaced Tab and installed the software now unit working fin,"DISPLAY TOUCH NOT WORKING

O/W

THRU CALL FROM BHARTHI 

GMT",sep,X-ray
MECG6108TB,main pcb fixed now working ok,"VARIATION ISSUE

O/W

THRU CALL FROM ABHISHEK

CESTA SOLUTIO",sep,Electrocardiographs-single channel
MECUBE-8DIA,(reason not mentioned),"LINEAR PROBE ISSUE

THRU CALL FROM SOUMITRA

8011000448",sep,UltraSound
MECUBE-8CW,(reason not mentioned),"IGMAGE ISSUE

O/W

THRU CALL FROM SOUMITRA KARMAKAR",sep,UltraSound
MAMEFLO6,Found loses connection problem. reset all connections.,Leakage problem,sep,Anaesthesia work station
MBPLCRAYP,Reset all connection & problem solved,Blur Image,sep,C-Arm
MECUBE-8LE,(reason not mentioned),Triangular shape appearing on scanning area,sep,UltraSound
MDF261julR,"biphasic board test failure, repeated problem.

pending for","Board failure

AMC

Thru call from dealer JMD MEDICAL DEVICE",sep,Defibrillators-Bi-Phasic
MBPLHRAD40-FC,"Replaced with new tube holding shaft, gub screw and locking","Out Of Box failure

Chest position tube not holding 

Thru c",sep,X-ray
MECUBE-8LE,"L3-12T PROBE & MAIN BOARD REPLACED IN THE MACHINE. 

MAIN BO","Linear probe & Port issue 

Thru call from Customer (Dr.Piyu",sep,UltraSound
MECUBE-Xjul0,(reason not mentioned),"Problem in 2D Button intermittently 

Thru call from Custome",sep,UltraSound
MFM9853,(reason not mentioned),"Keyboard not working

O/W

Thru call from Dealer Medicare se",sep,Foetal Monitor
MPMSSS12,"ECG NOT COMING

MAIN BOARD ECG CIRCUIT DEFECTIVE AND NOT REP","ECG NOT COMING 

O/W

THROUGH JMD MEDICAL",sep,Patient monitors
MBPLMRAD100,Replaced Fuse,"MACHINE NOT GETTING ON 

THRU MR SATYA NARAYAN

918205jul884",sep,X-ray
MBPLXRAD300FC,Rc common fuse blown out . Replaced with new fuse 5A . now i,"OUT OF BOX FAILURE 

THRU MR 

MUTTAIAH

",sep,X-ray
MPM5644SNIBPSPO2,(reason not mentioned),"DISPALY FILIKERING PROBLEM

O/W

THROUGH JMD

",sep,Patient monitors
MBPLMRAD5.0DR,CHECKED AND FOUND THAT CONNECTION ISSUE RE FIX THE CONNECTIO,"coli meter not working thru mr amit 

mob 

989jul424919

O/W",sep,X-ray
MAMPLN451MRIMI5,"Check done pms , found O2 sensor need to be replace. Estimat","O2 SENSER PROBLEM 

THRU MR VIJAY SHEKHAR 

O/W",sep,Penlon-Anaesthesia work station
MDYNASTS,(reason not mentioned),"MACHINE NOT WORKING 

THRU MR SHREYASH 

MOB 

911241694jul/

",sep,STS-Stress test system
MDF2509,(reason not mentioned),"MACHINE NOT WORKING 

THRU MR ABDUL 

MOB 

9638508358

O/W
",sep,Defibrillators- Mono phasic
MECG6108TB,(reason not mentioned),"machine not get switch ON 

THRU MAIL FROM MR VINOTH M",sep,Electrocardiographs-single channel
MECG9108D,(reason not mentioned),"BATTERY MISSING 

THRU MR SANGAMESH 

",sep,Electrocardiographs-Multi channel
MECG6108TB,(reason not mentioned),"PRINT NOT CLEAR 

THRU MR ABIN 

",sep,Electrocardiographs-single channel
MAMEFLO6,(reason not mentioned),"Leakage 

THRU MAIL FROM TRINTY HEALHCARE",sep,Anaesthesia work station
MSTSTMILLU-BPL,(reason not mentioned),"Elevation error 3

THRU MAIL FROM MR ABHINAND

O/W",sep,STS-Stress test system
MPMEV8,(reason not mentioned),"MACHINE NOT POWER ON,SMPS FAULTY

THRU MAIL FROM 

RADIX HEA",sep,Patient monitors
MPM5588PRB,(reason not mentioned),"SPO2 NOT WORKING 

THRU MR VIGNESH 

MOB 

9jul45333584",sep,Patient monitors
MPMEV10TDVGA,"Monitor not getting ON.
Check and found that power supply an","CHARGING PROBLEM 
THRU MR NILIESH KUMAR
O/W

jul828jul98126",sep,Patient monitors
MPMEV10TDVGA,"Monitor not getting ON.
Check and found that power supply an","CHARGING PROBLEM 
THRU MR NILIESH KUMAR
O/W

jul828jul98126",sep,Patient monitors
MPMEV10TDVGA,"Monitor not getting ON.
Check and found that power supply is","CHARGING PROBLEM 
THRU MR NILIESH KUMAR
O/W

jul828jul98126",sep,Patient monitors
MPMEV10TDVGA,"Monitor not getting ON and NIBP Issue.

Check and found that","CHARGING PROBLEM 

THRU MR NILIESH KUMAR

O/W

",sep,Patient monitors
MECUBE-8,(reason not mentioned),"PRINTER NOT WORKING 

THRU MR ARVIND KUMAR 

MOB 

98821jul9jul3",sep,UltraSound
MAMEFLOjulR,(reason not mentioned),"DISPLAY PROBLEM 

THRU MOHAN RAJ

9944322050

",sep,Anaesthesia work station
MPM5588UPDIBP,(reason not mentioned),"NIBP PROBLEM 

THRU MR MOHAN RAJ 

MOB

9944322050",sep,Patient monitors
MECG6208VIEWC,replace ecg board,"Board Defective

THRU MAIL FROM SWASTIK CUSTOMER",sep,Electrocardiographs-Multi channel
MECUBEIjul,SSD arranged locally and resolved the problem.,"Not getting boot.

THRU MAIL FROM MR RAMESH CHANDRA

OUT OF",sep,UltraSound
M9108,"Machine repaired by unauthorized person as per customer.

ma","ECG PAPER NOT COMING 

THRU MAIL FROM MR SHAFAAT KHAN",sep,Electrocardiographs-Multi channel
MECG6108TB,(reason not mentioned),"PATIENT CABLE CONNECTOR COMPLIANT

THRU MAIL FROM

 RADIX HE",sep,Electrocardiographs-single channel
MPME12CONSOL,(reason not mentioned),"NOT WORKING 

O/W

THRU CALL FROM DHARMENDRA

JMD MEDICAL DE",sep,Patient monitors
MOG4305,(reason not mentioned),"LOW PRESSURE

O/W

THRU CALL FROM MR. AJAY 

Forwarded to de",sep,Oxygen concentrator
MDF2509,"Discussed with customer and found that DF is not charging, R","NOT WORKING PROPERLY

O/W

THRU CALL FROM DR SAURAV

jul999892",sep,Defibrillators- Mono phasic
MPM5588UPDS,CONNECTOR REFIXED WORKING OK,"DISPLAY ISSUE

O/W

THRU CALL FROM AVNEESH

jul534924431

CEWS",sep,Patient monitors
MECUBE-8,(reason not mentioned),"RESOLUTION ISSUE

O/W

THRU CALL FROM SOUMITRA KARMAKAR",sep,UltraSound
MECUBE-8,Poor Resolution in C1-6CT probe. Probe Replaced & Armstrong,"CONVEX PROBE FAULTY

AMC

THRU CALL FROM SOUMITRA KARMAKAR",sep,UltraSound
BPLSYRPUMP1,(reason not mentioned),"NOT WORKING PROPERLY

THRU CALL FROM ATANUKAR

jul8jul2518983",sep,Syringe pump
MBPLCRAYP-MXDI,(reason not mentioned),Bucky Is not switching On only trolley is getting on,sep,C-Arm
MECUBE-8,"SHOWED TO TAKE THE TOTAL BACK UP FOR THE CUSTOMER, AFTER CON",SYSTEM HANGING ISSUE INTERMITTETLY,sep,UltraSound
MECUBE-Xjul0,2D ENCODER REPLACED UNDER NV MOVEMENT.,"2D & CW Knobe issue

Thru call from Employee(Mr.Ank avshesh",sep,UltraSound
FGPSMPS200jul,(reason not mentioned),"Calibration required 

O/W

Thru call from Dealer STERLING S",sep,Consumables others
M5588IBP-2,"Main Board received , NV2329000495","(Out of box failure)

Machine is not switching ""ON""

Thru ca",sep,Patient monitors
MFM9853,"SMPS BOARD received , NV2329000516, 28.09.23","Machine is not switching ""ON""

AMC

Thru call from adithya e",sep,Foetal Monitor
MDF261jul,(reason not mentioned),"Required three lead Tlip type ECG cable 

AMC


Thru call fr",sep,Defibrillators-Bi-Phasic
MECG6208VIEWC,(reason not mentioned),"Machine is not ""ON""

O/W

Thru call from dealer life care sy",sep,Electrocardiographs-Multi channel
MPO5530,(reason not mentioned),"(Stock set)

Display & adapter  Not Working 

Thru mail from",sep,Patient monitors
MPM5588UPDT,"REPLACED TOUCH PANNEL

FOR HTM HOSPITAL BALRAMPUR","Touch not work 


Thru mail from Employee (Mr.Deepak Pandey)",sep,Patient monitors
MPMEXCELLOD,THERE WERE ARTIFACTS IN ECG.SETTING PROBLEM WAS THERE WHICH,"Artifact from ECG

Thru call from Customer(Mr.Deepon ganguli",sep,Patient monitors
MPM5588UPDS,(reason not mentioned),"Charging default

Thru mail from Customer (Mr.Rahul singh)

",sep,Patient monitors
